page_number,section_id,indicator,region_name,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023
72,5.12,Number of employees in hotels (persons),Yardımlı rayonu,,,,,1.0,3.0
72,5.12,Number of employees in hotels (persons),rayonu,237.0,212.0,215.0,229.0,231.0,239.0
72,5.12,Number of employees in hotels (persons),Mingəçevir şəhəri,168.0,175.0,177.0,172.0,173.0,176.0
72,5.12,Number of employees in hotels (persons),Ağdaş rayonu,5.0,5.0,5.0,4.0,4.0,4.0
72,5.12,Number of employees in hotels (persons),Göyçay rayonu,13.0,14.0,17.0,40.0,41.0,40.0
72,5.12,Number of employees in hotels (persons),Kürdəmir rayonu,49.0,14.0,12.0,13.0,13.0,18.0
73,5.12,Number of employees in hotels (persons),Ucar rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Yevlax rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Zərdab rayonu,2.0,4.0,4.0,,,1.0
73,5.12,Number of employees in hotels (persons),rayonu,18.0,17.0,17.0,16.0,15.0,75.0
73,5.12,Number of employees in hotels (persons),Beyləqan rayonu,4.0,4.0,4.0,3.0,3.0,7.0
73,5.12,Number of employees in hotels (persons),İmişli rayonu,5.0,4.0,4.0,4.0,5.0,40.0
73,5.12,Number of employees in hotels (persons),Saatlı rayonu,2.0,2.0,2.0,2.0,,21.0
73,5.12,Number of employees in hotels (persons),Sabirabad rayonu,7.0,7.0,7.0,7.0,7.0,7.0
73,5.12,Number of employees in hotels (persons),rayonu,1.0,783.0,1.0,828.0,1.0,298.0
73,5.12,Number of employees in hotels (persons),Balakən rayonu,21.0,23.0,23.0,62.0,62.0,62.0
73,5.12,Number of employees in hotels (persons),Qax rayonu,80.0,95.0,42.0,79.0,140.0,141.0
73,5.12,Number of employees in hotels (persons),Qəbələ rayonu,1.0,429.0,1.0,412.0,1.0,22.0
73,5.12,Number of employees in hotels (persons),Oğuz rayonu,33.0,34.0,18.0,17.0,23.0,24.0
73,5.12,Number of employees in hotels (persons),Şəki rayonu,177.0,220.0,150.0,108.0,138.0,151.0
73,5.12,Number of employees in hotels (persons),Zaqatala rayonu,43.0,44.0,43.0,44.0,47.0,53.0
73,5.12,Number of employees in hotels (persons),iqtisadi rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Cəbrayıl rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Kəlbəcər rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Qubadlı rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Laçın rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Zəngilan rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),rayonu,53.0,52.0,52.0,49.0,53.0,45.0
73,5.12,Number of employees in hotels (persons),Şirvan şəhəri,39.0,38.0,37.0,35.0,39.0,30.0
73,5.12,Number of employees in hotels (persons),Biləsuvar rayonu,7.0,7.0,8.0,8.0,8.0,8.0
73,5.12,Number of employees in hotels (persons),Hacıqabul rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Neftçala rayonu,,,,,,
73,5.12,Number of employees in hotels (persons),Salyan rayonu,7.0,7.0,7.0,6.0,6.0,7.0
74,5.12,Number of employees in hotels (persons),manat,1.0,533.3,1.0,655.2,759.6,979.1
74,5.12,Number of employees in hotels (persons),dövlət,15.7,15.4,5.6,8.6,10.6,19.5
74,5.12,Number of employees in hotels (persons),qeyri-dövlət,1.0,517.6,1.0,639.8,754.0,970.5
74,5.12,Number of employees in hotels (persons),"nisbətən, faizlə",106.8,106.7,45.4,123.2,137.0,115.2
74,5.12,Number of employees in hotels (persons),dövlət,94.8,96.7,35.8,147.3,104.5,164.9
74,5.12,Number of employees in hotels (persons),qeyri-dövlət,109.5,106.8,45.5,123.0,137.0,114.9
74,5.12,Number of employees in hotels (persons),"lərinin sayı, vahid",19.0,440.0,20.0,878.0,21.0,483.0
74,5.12,Number of employees in hotels (persons),dövlət,19.0,19.0,19.0,12.0,14.0,15.0
74,5.12,Number of employees in hotels (persons),qeyri-dövlət,19.0,421.0,20.0,859.0,21.0,464.0
74,5.12,Number of employees in hotels (persons),"sayı, min yer",825.0,906.5,934.6,1.0,25.1,1.0
