rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Mil-Muğan iqtisadi rayonu,2021,295.0,156.0,9493.0,9424.0,69.0,5027.0,4983.0,44.0,159.39999999999998,119.0,16.0,,,0.0,0.5403389830508474,0.03170877262780982,0.023672170280485377,1.8884026258205688,0.08816345484095658,0.05423728813559322,0.0087527352297593,0.9912472647702407,40.39999999999998,0.1369491525423728,0.0072685136416306756
Mingəçevir şəhəri,2021,705.0,254.0,17428.0,16429.0,999.0,11645.0,11592.0,53.0,1009.7,1917.1,172.0,Central Aran,,0.0,1.4321985815602838,0.08670674109059683,0.164628595963933,1.4966079862601975,0.0677275818517439,0.24397163120567375,0.00455130957492486,0.9954486904250751,-907.3999999999999,-1.28709219858156,0.05732155152627955
Mərkəzi Aran iqtisadi rayonu,2021,1426.0,658.0,29969.0,28701.0,1268.0,16691.0,16550.0,141.0,1332.3999999999999,2192.7,229.0,,,0.0,0.9343618513323982,0.07982745192019651,0.13137019950871726,1.7955185429273262,0.05757843570481661,0.1605890603085554,0.008447666407045713,0.9915523335929542,-860.3,-0.6032959326788219,0.042310387400313655
Naftalan  şəhəri,2021,617.0,302.0,47872.0,40090.0,7782.0,18606.0,15222.0,3384.0,5145.8,10371.6,393.0,,15.57198574,39.622435462106964,8.340032414910858,0.2765666989143287,0.5574330861012576,2.5729334623239817,0.2125707688550432,0.6369529983792545,0.18187681393099,0.81812318606901,-5225.8,-8.46969205834684,0.16255848930481284
Nizami rayonu,2021,814.0,551.0,422.0,,422.0,253.0,,253.0,12.7,13.3,9.0,Baku,,0.0,0.015601965601965601,0.05019762845849802,0.05256916996047431,1.66798418972332,0.001420349365554845,0.011056511056511056,1.0,0.0,-0.6000000000000014,-0.0007371007371007388,1.0
Nərimanov rayonu,2021,3550.0,2042.0,203817.0,175672.0,28145.0,148259.0,142533.0,5726.0,11830.8,11899.9,1057.0,Baku,,0.0,3.332619718309859,0.07979819100358157,0.0802642672620212,1.3747361037103987,0.15729654640169785,0.29774647887323946,0.03862160138676236,0.9613783986132376,-69.10000000000036,-0.019464788732394468,0.138089560733403
Nəsimi rayonu,2021,5285.0,2867.0,282276.0,178930.0,103346.0,236448.0,159200.0,77248.0,37594.1,35068.2,1223.0,Baku,,0.0,7.113358561967833,0.15899521247800785,0.14831252537555825,1.193818514007308,0.14633091846917484,0.2314096499526963,0.32670185410745706,0.673298145892543,2525.9000000000015,0.4779375591296124,0.366116850175006
Oğuz rayonu,2021,138.0,62.0,1404.0,1404.0,,1404.0,1404.0,,99.4,68.4,17.0,Sheki-Zagatala,,0.0,0.7202898550724638,0.0707977207977208,0.048717948717948725,1.0,0.027873734365693865,0.12318840579710146,0.0,1.0,31.0,0.2246376811594203,0.0
Qarabağ iqtisadi rayonu,2021,599.0,278.0,13772.0,13550.0,222.0,12800.0,12622.0,178.0,931.0,892.6,90.0,,,0.0,1.5542570951585977,0.072734375,0.069734375,1.0759375,0.06299082946463283,0.15025041736227046,0.01390625,0.98609375,38.39999999999998,0.06410684474123536,0.016119663084519315
Qaradağ rayonu,2021,129.0,90.0,2443.0,2161.0,282.0,383.0,321.0,62.0,153.8,107.4,23.0,Baku,,0.0,1.192248062015504,0.4015665796344648,0.2804177545691906,6.3785900783289815,0.0518848890304768,0.17829457364341086,0.1618798955613577,0.8381201044386423,46.400000000000006,0.3596899224806202,0.11543184609087188
Qax rayonu,2021,746.0,292.0,26736.0,26721.0,15.0,12900.0,12885.0,15.0,1547.5,718.9,79.0,Sheki-Zagatala,,0.0,2.074396782841823,0.11996124031007752,0.05572868217054264,2.0725581395348835,0.09818943038672004,0.10589812332439678,0.0011627906976744186,0.9988372093023256,828.6,1.1107238605898124,0.0005610412926391383
Qazax rayonu,2021,174.0,81.0,447.0,447.0,,297.0,297.0,,21.2,34.0,15.0,Gazakh-Tovuz,,0.0,0.12183908045977011,0.07138047138047138,0.11447811447811448,1.505050505050505,0.007038261691072272,0.08620689655172414,0.0,1.0,-12.8,-0.0735632183908046,0.0
Qazax-Tovuz iqtisadi rayonu,2021,1068.0,500.0,12316.0,12304.0,12.0,10262.0,10255.0,7.0,807.8,980.3,147.0,,1818.350328,0.5873455645781367,0.7563670411985018,0.07871759890859481,0.09552718768271291,1.2001559150263106,0.031594069057513725,0.13764044943820225,0.0006821282401091405,0.9993178717598908,-172.5,-0.16151685393258428,0.000974342318934719
Quba rayonu,2021,1778.0,750.0,106209.0,95442.0,10767.0,68072.0,62103.0,5969.0,9492.4,9983.6,614.0,Guba-Khachmaz,,0.0,5.338807649043869,0.1394464684451757,0.14666235750381948,1.5602450346691739,0.16365779620013252,0.34533183352080987,0.08768656716417911,0.9123134328358209,-491.2000000000007,-0.2762654668166483,0.1013755896392961
Quba-Xaçmaz iqtisadi rayonu,2021,11032.0,4377.0,398709.0,369023.0,29686.0,186368.0,169624.0,16744.0,29891.0,37545.3,1926.0,,,0.0,2.709481508339376,0.16038697630494506,0.20145786830357146,2.1393640539148353,0.09901680789136459,0.17458303118201596,0.08984375,0.91015625,-7654.300000000003,-0.6938270485859321,0.07445530449525845
Qusar rayonu,2021,2289.0,991.0,69544.0,57217.0,12327.0,40573.0,33737.0,6836.0,8778.4,16998.1,549.0,Guba-Khachmaz,,0.0,3.8350371341197027,0.21636063391910876,0.4189510265447465,1.7140462869395903,0.08323787979437093,0.2398427260812582,0.16848643186355458,0.8315135681364454,-8219.699999999999,-3.5909567496723453,0.1772546876797423
Qəbələ rayonu,2021,2725.0,1157.0,141580.0,114075.0,27505.0,83534.0,70623.0,12911.0,17888.5,19759.6,940.0,,,0.0,6.564587155963303,0.21414633562381785,0.2365455981995355,1.6948787320133119,0.14234510493904737,0.344954128440367,0.15455981995355184,0.8454401800464482,-1871.0999999999985,-0.6866422018348618,0.19427178980081933
Saatlı rayonu,2021,27.0,16.0,150.0,150.0,,109.0,109.0,,6.8,6.4,2.0,Mil-Mughan,,0.0,0.2518518518518518,0.06238532110091743,0.05871559633027523,1.3761467889908257,0.015220700152207,0.07407407407407407,0.0,1.0,0.39999999999999947,0.014814814814814795,0.0
Sabirabad rayonu,2021,82.0,40.0,3628.0,3628.0,,2755.0,2755.0,,86.7,46.0,7.0,Mil-Mughan,1466.33041279,0.05592191179065697,1.0573170731707318,0.031470054446460984,0.016696914700544463,1.3168784029038112,0.12121617106582025,0.08536585365853659,0.0,1.0,40.7,0.4963414634146342,0.0
Sabunçu rayonu,2021,563.0,329.0,51974.0,41912.0,10062.0,25865.0,20897.0,4968.0,5872.2,8405.7,114.0,Baku,,0.0,10.43019538188277,0.22703266963077517,0.3249835685289001,2.009433597525614,0.25292099564466286,0.2024866785079929,0.1920742315870868,0.8079257684129132,-2533.500000000001,-4.500000000000002,0.1935967983991996
Salyan rayonu,2021,142.0,88.0,1019.0,1019.0,,440.0,440.0,,53.5,53.2,6.0,,1916.78295505,0.07408246177580177,0.3767605633802817,0.1215909090909091,0.12090909090909091,2.315909090909091,0.019660428323364846,0.04225352112676056,0.0,1.0,0.29999999999999716,0.002112676056338008,0.0
Sumqayıt şəhəri,2021,487.0,256.0,6608.0,6576.0,32.0,6481.0,6476.0,5.0,1627.9,1349.7,265.0,Absheron,,0.0,3.342710472279261,0.2511803733991668,0.2082548989353495,1.0195957413979324,0.03717476301651149,0.5441478439425051,0.0007714858818083629,0.9992285141181917,278.20000000000005,0.571252566735113,0.004842615012106538
Suraxanı rayonu,2021,33.0,18.0,,,,,,,,,,Baku,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Səbail rayonu,2021,6317.0,3189.0,222942.0,97348.0,125594.0,176770.0,79210.0,97560.0,50843.8,57199.2,1711.0,Baku,,0.0,8.048725660914991,0.2876268597612717,0.32357979295129263,1.2611981671098036,0.09669146746873516,0.27085641918632264,0.551903603552639,0.448096396447361,-6355.399999999994,-1.0060788348899785,0.5633483148083358
Tovuz rayonu,2021,266.0,133.0,2638.0,2638.0,,1755.0,1755.0,,138.4,264.6,45.0,Gazakh-Tovuz,1818.350328,0.1462864421140303,0.5203007518796993,0.07886039886039886,0.1507692307692308,1.503133903133903,0.027170666392007416,0.16917293233082706,0.0,1.0,-126.20000000000002,-0.474436090225564,0.0
Tərtər rayonu,2021,54.0,24.0,733.0,733.0,,733.0,733.0,,39.0,32.0,5.0,Karabakh,,0.0,0.7222222222222222,0.05320600272851296,0.04365620736698499,1.0,0.037189244038559104,0.09259259259259259,0.0,1.0,7.0,0.12962962962962962,0.0
Xaçmaz rayonu,2021,6536.0,2419.0,119368.0,119234.0,134.0,20678.0,20586.0,92.0,5614.2,4996.8,540.0,Guba-Khachmaz,,0.0,0.8589657282741738,0.27150594835090436,0.24164812844569108,5.772705290647065,0.05003604902667628,0.08261933904528763,0.004449173034142567,0.9955508269658574,617.3999999999996,0.09446144430844548,0.0011225789156222774
Xızı rayonu,2021,148.0,53.0,722.0,722.0,,471.0,471.0,,97.8,134.1,20.0,Absheron,,0.0,0.6608108108108108,0.2076433121019108,0.28471337579617834,1.5329087048832273,0.013365420214735283,0.13513513513513514,0.0,1.0,-36.3,-0.24527027027027026,0.0
Xətai rayonu,2021,1097.0,629.0,6524.0,1607.0,4917.0,3024.0,639.0,2385.0,503.0,982.1,108.0,Baku,,0.0,0.4585232452142206,0.16633597883597884,0.3247685185185185,2.1574074074074074,0.01629350282838626,0.09845031905195989,0.7886904761904762,0.2113095238095238,-479.1,-0.4367365542388332,0.7536787247087676
Xəzər rayonu,2021,930.0,513.0,46254.0,13010.0,33244.0,35505.0,4765.0,30740.0,7223.9,4315.7,510.0,Baku,,0.0,7.7676344086021505,0.2034614842979862,0.12155189409942262,1.3027460920997043,0.13626159964648696,0.5483870967741935,0.8657935502041966,0.1342064497958034,2908.2,3.1270967741935483,0.7187270290137069
Yardımlı rayonu,2021,30.0,21.0,,,,,,,,,,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2021,2188.0,1289.0,44551.0,17381.0,27170.0,10738.0,3457.0,7281.0,14031.6,10676.8,434.0,Baku,,0.0,6.412979890310786,1.3067237846898865,0.9943006146395976,4.148910411622276,0.055784979088928405,0.1983546617915905,0.6780592289066866,0.3219407710933135,3354.800000000001,1.5332723948811706,0.6098628538079953
Yevlax rayonu,2021,173.0,87.0,,,,,,,,,,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2021,395.0,178.0,10233.0,10143.0,90.0,8851.0,8768.0,83.0,340.0,274.4,44.0,Sheki-Zagatala,,0.0,0.8607594936708861,0.03841373856061462,0.03100214665009603,1.1561405490904983,0.07097624414773712,0.11139240506329114,0.00937747147215004,0.9906225285278499,65.60000000000002,0.16607594936708867,0.008795074758135445
Zərdab rayonu,2021,20.0,11.0,,,,,,,,,,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İmişli rayonu,2021,53.0,22.0,338.0,338.0,,297.0,297.0,,3.6,13.8,4.0,Mil-Mughan,,0.0,0.06792452830188679,0.012121212121212121,0.046464646464646465,1.138047138047138,0.017472215042646677,0.07547169811320754,0.0,1.0,-10.200000000000001,-0.19245283018867926,0.0
İsmayıllı rayonu,2021,1312.0,556.0,4712.0,3615.0,1097.0,3871.0,3354.0,517.0,572.3,380.6,85.0,Mountainous Shirvan,,0.0,0.4362042682926829,0.1478429346422113,0.09832084732627229,1.2172565228623096,0.009839625793518209,0.06478658536585366,0.13355722035649703,0.866442779643503,191.69999999999993,0.14611280487804873,0.23280984719864176
Şabran rayonu,2021,429.0,217.0,103588.0,97130.0,6458.0,57045.0,53198.0,3847.0,6006.0,5566.8,223.0,Guba-Khachmaz,,0.0,14.0,0.10528530107809624,0.09758611622403367,1.8158997282846876,0.6615448478462177,0.5198135198135199,0.06743798755368569,0.9325620124463143,439.1999999999998,1.0237762237762233,0.06234312854770823
Şamaxı rayonu,2021,841.0,366.0,29131.0,28084.0,1047.0,27525.0,26519.0,1006.0,5650.0,4233.2,287.0,Mountainous Shirvan,,0.0,6.718192627824019,0.2052679382379655,0.15379473206176203,1.058346957311535,0.09490007004055837,0.3412604042806183,0.03654859218891916,0.9634514078110809,1416.8000000000002,1.6846611177170039,0.035941093680271874
Şirvan şəhəri,2021,195.0,106.0,2206.0,2194.0,12.0,1610.0,1607.0,3.0,109.0,170.1,35.0,,,0.0,0.558974358974359,0.06770186335403727,0.10565217391304348,1.3701863354037267,0.03099402880224798,0.1794871794871795,0.0018633540372670807,0.9981366459627329,-61.099999999999994,-0.3133333333333333,0.005439709882139619
Şirvan-Salyan iqtisadi rayonu,2021,439.0,239.0,5048.0,5016.0,32.0,3405.0,3387.0,18.0,204.2,265.5,49.0,,1916.78295505,0.22902958253223224,0.4651480637813212,0.05997063142437591,0.07797356828193833,1.4825256975036711,0.031503728898180795,0.11161731207289294,0.0052863436123348016,0.9947136563876652,-61.30000000000001,-0.1396355353075171,0.006339144215530904
Şuşa rayonu,2021,287.0,137.0,1671.0,1449.0,222.0,996.0,818.0,178.0,502.8,680.2,66.0,Karabakh,,0.0,1.7519163763066203,0.5048192771084338,0.6829317269076306,1.677710843373494,0.015951505894706695,0.22996515679442509,0.178714859437751,0.821285140562249,-177.40000000000003,-0.6181184668989548,0.13285457809694792
Şəki rayonu,2021,582.0,283.0,7430.0,7006.0,424.0,4274.0,4069.0,205.0,795.8,619.3,108.0,,,0.0,1.3673539518900344,0.186195601310248,0.1448993916705662,1.7384183434721572,0.03497622746316434,0.18556701030927836,0.04796443612540945,0.9520355638745905,176.5,0.30326460481099654,0.057065948855989236
Şəki-Zaqatala iqtisadi rayonu,2021,4794.0,2067.0,188261.0,160211.0,28050.0,111744.0,98517.0,13227.0,20815.7,21653.5,1250.0,,,0.0,4.342031706299541,0.18628024770904927,0.19377774198167239,1.6847526489117983,0.10758939542007417,0.26074259491030455,0.11836877147766323,0.8816312285223368,-837.7999999999993,-0.17476011681268236,0.14899527783237101
Şəmkir rayonu,2021,207.0,103.0,5160.0,5160.0,,5088.0,5088.0,,429.3,453.4,52.0,Gazakh-Tovuz,,0.0,2.073913043478261,0.084375,0.08911163522012579,1.0141509433962264,0.06829461981338097,0.25120772946859904,0.0,1.0,-24.099999999999966,-0.1164251207729467,0.0
Abşeron iqtisadi rayonu,2022,1107.0,620.0,10374.0,7464.0,2910.0,7982.0,6855.0,1127.0,1965.3000000000002,1847.1,334.0,,,0.0,1.775338753387534,0.24621648709596594,0.23140816837885242,1.299674267100977,0.025674722500649665,0.3017163504968383,0.1411926835379604,0.8588073164620396,118.20000000000027,0.10677506775067776,0.28050896471949105
Abşeron rayonu,2022,452.0,301.0,5027.0,2879.0,2148.0,3316.0,2550.0,766.0,299.2,265.3,31.0,Absheron,,0.0,0.6619469026548672,0.0902291917973462,0.08000603136308806,1.5159831121833534,0.030470360043641655,0.06858407079646017,0.2310012062726176,0.7689987937273823,33.89999999999998,0.07499999999999996,0.42729261985279493
Astara rayonu,2022,501.0,214.0,12001.0,11847.0,154.0,8568.0,8458.0,110.0,895.6,818.0,160.0,Lankaran-Astara,461.5057835,1.0855768614652692,1.787624750499002,0.10452847805788983,0.09547152194211017,1.4006769374416432,0.06562764881196512,0.3193612774451098,0.012838468720821661,0.9871615312791784,77.60000000000002,0.15489021956087828,0.012832263978001834
Ağcabədi rayonu,2022,191.0,96.0,8258.0,8068.0,190.0,7802.0,7731.0,71.0,379.9,125.3,12.0,Karabakh,,0.0,1.9890052356020942,0.04869264291207383,0.016059984619328376,1.0584465521661113,0.11845370436778312,0.06282722513089005,0.00910023071007434,0.9908997692899256,254.59999999999997,1.332984293193717,0.023007992249939452
Ağdaş rayonu,2022,35.0,22.0,476.0,465.0,11.0,476.0,465.0,11.0,14.3,15.5,4.0,Central Aran,,0.0,0.4085714285714286,0.03004201680672269,0.032563025210084036,1.0,0.03726027397260274,0.11428571428571428,0.023109243697478993,0.976890756302521,-1.1999999999999993,-0.03428571428571427,0.023109243697478993
Ağstafa rayonu,2022,183.0,77.0,4109.0,4020.0,89.0,3217.0,3142.0,75.0,86.0,68.4,12.0,Gazakh-Tovuz,,0.0,0.46994535519125685,0.02673298103823438,0.021262045383898042,1.2772769661175007,0.06151658058237892,0.06557377049180328,0.023313646254274168,0.9766863537457259,17.599999999999994,0.09617486338797811,0.021659771233876857
Ağsu rayonu,2022,81.0,45.0,1371.0,1371.0,,693.0,693.0,,26.9,20.0,4.0,Mountainous Shirvan,,0.0,0.33209876543209876,0.03881673881673881,0.02886002886002886,1.9783549783549783,0.04637239979705733,0.04938271604938271,0.0,1.0,6.899999999999999,0.08518518518518517,0.0
Bakı şəhəri,2022,24244.0,13249.0,1458194.0,348449.0,1109745.0,996428.0,228781.0,767647.0,227798.2,170667.19999999998,5600.0,,,0.0,9.396065005774625,0.22861481210885284,0.17127900861878628,1.4634213410301598,0.16478518622316946,0.23098498597591158,0.7703988647448686,0.22960113525513132,57131.00000000003,2.3565005774624663,0.7610407120040269
Balakən rayonu,2022,208.0,95.0,5110.0,4934.0,176.0,3498.0,3412.0,86.0,324.3,535.2,62.0,Sheki-Zagatala,,0.0,1.5591346153846155,0.09271012006861064,0.15300171526586623,1.4608347627215552,0.0673076923076923,0.2980769230769231,0.024585477415666093,0.9754145225843339,-210.90000000000003,-1.0139423076923078,0.03444227005870842
Beyləqan rayonu,2022,133.0,78.0,5838.0,5512.0,326.0,1959.0,1676.0,283.0,69.3,53.2,3.0,Mil-Mughan,,0.0,0.5210526315789473,0.03537519142419602,0.027156712608473712,2.980091883614089,0.12025955299206921,0.022556390977443608,0.14446145992853496,0.855538540071465,16.099999999999994,0.12105263157894733,0.05584104145255225
Biləsuvar rayonu,2022,96.0,39.0,2799.0,2736.0,63.0,1982.0,1929.0,53.0,61.4,55.3,8.0,,,0.0,0.6395833333333333,0.030978809283551966,0.027901109989909183,1.412209889001009,0.07988013698630136,0.08333333333333333,0.02674066599394551,0.9732593340060545,6.100000000000001,0.06354166666666668,0.022508038585209004
Binəqədi rayonu,2022,1271.0,578.0,8878.0,1248.0,7630.0,5525.0,1217.0,4308.0,411.1,393.6,67.0,Baku,,0.0,0.32344610542879626,0.07440723981900453,0.07123981900452489,1.6068778280542986,0.019137126413243805,0.05271439811172305,0.7797285067873303,0.22027149321266967,17.5,0.013768686073957514,0.8594277990538409
Bərdə rayonu,2022,116.0,51.0,6868.0,6699.0,169.0,6340.0,6195.0,145.0,172.3,122.0,6.0,Karabakh,,0.0,1.485344827586207,0.02717665615141956,0.019242902208201892,1.0832807570977918,0.16221067548417573,0.05172413793103448,0.022870662460567823,0.9771293375394322,50.30000000000001,0.43362068965517253,0.02460687245195108
Cəlilabad rayonu,2022,174.0,91.0,2642.0,2469.0,173.0,1758.0,1645.0,113.0,124.2,88.2,12.0,Lankaran-Astara,,0.0,0.7137931034482758,0.07064846416382253,0.050170648464163824,1.5028441410693971,0.041599748071169895,0.06896551724137931,0.06427758816837315,0.9357224118316269,36.0,0.20689655172413793,0.06548069644208933
Dağlıq Şirvan iqtisadi rayonu,2022,2234.0,967.0,56666.0,50073.0,6593.0,48791.0,43675.0,5116.0,9717.2,7578.4,450.0,,,0.0,4.349686660698299,0.1991596810887254,0.15532372773667275,1.1614027177143325,0.06949387424731117,0.20143240823634737,0.10485540366051116,0.8951445963394888,2138.800000000001,0.9573858549686666,0.11634842762856033
Daşkəsən rayonu,2022,32.0,15.0,,,,,,,,,,Ganja-Dashkasan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Füzuli rayonu,2022,30.0,10.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goranboy rayonu,2022,167.0,77.0,2127.0,2127.0,,789.0,789.0,,178.6,220.0,8.0,Ganja-Dashkasan,1837.87389756,0.09086586420412887,1.0694610778443114,0.22636248415716095,0.2788339670468948,2.6958174904942966,0.03489459437289804,0.04790419161676647,0.0,1.0,-41.400000000000006,-0.2479041916167665,0.0
Göygöl rayonu,2022,180.0,72.0,6776.0,2664.0,4112.0,1116.0,957.0,159.0,321.6,188.5,9.0,,,0.0,1.7866666666666668,0.2881720430107527,0.1689068100358423,6.07168458781362,0.10313546423135464,0.05,0.1424731182795699,0.8575268817204301,133.10000000000002,0.7394444444444446,0.6068476977567887
Göyçay rayonu,2022,259.0,154.0,13003.0,12308.0,695.0,1797.0,1664.0,133.0,257.6,233.5,41.0,Central Aran,,0.0,0.9945945945945946,0.14335002782415138,0.12993878686700056,7.235948803561492,0.1375469402866663,0.1583011583011583,0.07401224262659989,0.9259877573734001,24.100000000000023,0.09305019305019314,0.05344920402983927
Gədəbəy rayonu,2022,248.0,111.0,1056.0,1056.0,,948.0,948.0,,163.9,167.3,25.0,Ganja-Dashkasan,,0.0,0.6608870967741935,0.1728902953586498,0.17647679324894516,1.1139240506329113,0.01166593018117543,0.10080645161290322,0.0,1.0,-3.4000000000000057,-0.013709677419354862,0.0
Gəncə  şəhəri,2022,1947.0,997.0,20712.0,17640.0,3072.0,19339.0,16526.0,2813.0,1531.5,1727.6,162.0,,,0.0,0.7865947611710323,0.07919230570350069,0.0893324370443146,1.0709964320802523,0.029144943749076557,0.08320493066255778,0.14545736594446457,0.8545426340555354,-196.0999999999999,-0.10071905495634305,0.14831981460023175
Gəncə-Daşkəsən iqtisadi rayonu,2022,2943.0,1463.0,115183.0,71310.0,43873.0,43975.0,32468.0,11507.0,11341.7,11596.0,597.0,,,0.0,3.853788651036358,0.2579124502558272,0.26369528140989196,2.619283683911313,0.1072272725156978,0.20285423037716616,0.26167140420693574,0.7383285957930642,-254.29999999999927,-0.086408426775399,0.3808982228280215
Kürdəmir rayonu,2022,234.0,130.0,3323.0,3323.0,,2259.0,2259.0,,101.8,109.0,13.0,Central Aran,,0.0,0.43504273504273505,0.045064187693669766,0.048251438689685705,1.4710048694112439,0.03890645123521836,0.05555555555555555,0.0,1.0,-7.200000000000003,-0.03076923076923078,0.0
Lerik rayonu,2022,715.0,187.0,3861.0,3861.0,,2299.0,2299.0,,714.3,1155.5,43.0,Lankaran-Astara,1101.38591173,0.6491820826697474,0.999020979020979,0.31070030448020874,0.5026098303610266,1.6794258373205742,0.014794520547945205,0.06013986013986014,0.0,1.0,-441.20000000000005,-0.6170629370629371,0.0
