rayon,year,capacity,rooms,nights,nights_domestic,nights_foreign,guests,guests_domestic,guests_foreign,revenue,expense,employees,economic_region,area_sqkm,hotel_density,revenue_per_capacity,revenue_per_guest,expense_per_guest,avg_stay,occupancy_proxy,emp_per_capacity,foreign_tourist_ratio,domestic_tourist_ratio,profit,profit_per_capacity,foreign_night_ratio
Ağdaş rayonu,2015,35.0,22.0,743.0,743.0,,743.0,743.0,,18.0,13.8,4.0,Central Aran,,0.0,0.5142857142857142,0.024226110363391656,0.01857335127860027,1.0,0.058160469667318984,0.11428571428571428,0.0,1.0,4.199999999999999,0.11999999999999998,0.0
Ağstafa rayonu,2015,121.0,56.0,3562.0,3182.0,380.0,3087.0,2800.0,287.0,67.8,50.8,13.0,Gazakh-Tovuz,,0.0,0.5603305785123966,0.02196307094266278,0.016456106252024618,1.1538710722384191,0.08065210007924828,0.10743801652892562,0.09297052154195011,0.9070294784580499,17.0,0.14049586776859505,0.10668163952835485
Ağsu rayonu,2015,81.0,45.0,426.0,426.0,,426.0,426.0,,6.7,18.3,5.0,Mountainous Shirvan,,0.0,0.08271604938271605,0.01572769953051643,0.04295774647887324,1.0,0.014408929477422628,0.06172839506172839,0.0,1.0,-11.600000000000001,-0.1432098765432099,0.0
Bakı şəhəri,2015,12779.0,7656.0,1032780.0,207271.0,825509.0,535390.0,112826.0,422564.0,149219.6,126764.5,5239.0,,,0.0,11.67693872759997,0.27871196697734363,0.2367703916770952,1.9290237023478212,0.22142063123682154,0.40996948118006105,0.7892639010814546,0.21073609891854536,22455.100000000006,1.7571875733625484,0.7993076937973237
Balakən rayonu,2015,216.0,99.0,6544.0,6456.0,88.0,2363.0,2310.0,53.0,344.4,570.7,21.0,Sheki-Zagatala,,0.0,1.5944444444444443,0.1457469318662717,0.24151502327549726,2.769360981802793,0.08300355149670219,0.09722222222222222,0.022429115531104528,0.9775708844688955,-226.30000000000007,-1.0476851851851856,0.013447432762836185
Beyləqan rayonu,2015,98.0,57.0,,,,,,,35.2,32.5,4.0,Mil-Mughan,,0.0,0.3591836734693878,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,2.700000000000003,0.027551020408163294,0.0
Biləsuvar rayonu,2015,102.0,45.0,1276.0,1270.0,6.0,1050.0,1048.0,2.0,21.7,12.9,6.0,,,0.0,0.21274509803921568,0.020666666666666667,0.012285714285714285,1.2152380952380952,0.03427343540155788,0.058823529411764705,0.0019047619047619048,0.9980952380952381,8.799999999999999,0.08627450980392155,0.004702194357366771
Binəqədi rayonu,2015,1060.0,564.0,6975.0,1436.0,5539.0,3257.0,918.0,2339.0,514.3,469.1,92.0,Baku,,0.0,0.48518867924528297,0.1579060485108996,0.14402824685293214,2.1415412956708626,0.018027914189713105,0.08679245283018867,0.7181455326988025,0.2818544673011974,45.19999999999993,0.0426415094339622,0.7941218637992832
Bərdə rayonu,2015,116.0,51.0,1020.0,1020.0,,770.0,770.0,,112.5,90.1,12.0,Karabakh,,0.0,0.9698275862068966,0.1461038961038961,0.117012987012987,1.3246753246753247,0.024090694378837978,0.10344827586206896,0.0,1.0,22.400000000000006,0.19310344827586212,0.0
Cəlilabad rayonu,2015,126.0,67.0,226.0,183.0,43.0,108.0,84.0,24.0,13.8,13.7,7.0,Lankaran-Astara,,0.0,0.10952380952380952,0.1277777777777778,0.12685185185185185,2.0925925925925926,0.004914111763426832,0.05555555555555555,0.2222222222222222,0.7777777777777778,0.10000000000000142,0.0007936507936508049,0.1902654867256637
Dağlıq Şirvan iqtisadi rayonu,2015,1571.0,667.0,22449.0,21805.0,644.0,13594.0,13048.0,546.0,1792.4,1705.8,284.0,,,0.0,1.1409293443666455,0.13185228777401795,0.12548183021921436,1.6513903192584964,0.03914965600830114,0.18077657542966263,0.04016477857878476,0.9598352214212152,86.60000000000014,0.055124124761298625,0.028687246647957593
Daşkəsən rayonu,2015,32.0,15.0,51.0,51.0,,35.0,35.0,,5.4,6.1,2.0,Ganja-Dashkasan,,0.0,0.16875,0.1542857142857143,0.17428571428571427,1.457142857142857,0.004366438356164384,0.0625,0.0,1.0,-0.6999999999999993,-0.021874999999999978,0.0
Goranboy rayonu,2015,123.0,64.0,1126.0,822.0,304.0,442.0,361.0,81.0,40.5,37.1,8.0,Ganja-Dashkasan,1837.87389756,0.06692515746771167,0.32926829268292684,0.0916289592760181,0.08393665158371041,2.5475113122171944,0.025080743958124513,0.06504065040650407,0.1832579185520362,0.8167420814479638,3.3999999999999986,0.027642276422764216,0.2699822380106572
Göygöl rayonu,2015,146.0,55.0,4590.0,3955.0,635.0,2120.0,1485.0,635.0,69.0,48.0,20.0,,,0.0,0.4726027397260274,0.032547169811320754,0.022641509433962263,2.1650943396226414,0.08613248264214675,0.136986301369863,0.29952830188679247,0.7004716981132075,21.0,0.14383561643835616,0.1383442265795207
Göyçay rayonu,2015,138.0,59.0,4015.0,3858.0,157.0,1705.0,1633.0,72.0,106.3,89.9,13.0,Central Aran,,0.0,0.7702898550724637,0.062346041055718476,0.052727272727272734,2.3548387096774195,0.07971014492753623,0.09420289855072464,0.04222873900293255,0.9577712609970674,16.39999999999999,0.11884057971014486,0.039103362391033625
Gədəbəy rayonu,2015,230.0,102.0,2279.0,2173.0,106.0,1338.0,1289.0,49.0,66.8,50.7,14.0,Ganja-Dashkasan,,0.0,0.29043478260869565,0.04992526158445441,0.037892376681614354,1.703288490284006,0.02714711137581894,0.06086956521739131,0.03662182361733931,0.9633781763826607,16.099999999999994,0.06999999999999998,0.046511627906976744
Gəncə  şəhəri,2015,1267.0,636.0,22200.0,11939.0,10261.0,17114.0,11580.0,5534.0,1709.5,1570.2,121.0,,,0.0,1.3492501973164956,0.0998889797826341,0.09174944489891318,1.2971835923805073,0.04800467072471916,0.09550118389897395,0.3233609910015192,0.6766390089984807,139.29999999999995,0.10994475138121543,0.4622072072072072
Gəncə-Daşkəsən iqtisadi rayonu,2015,2277.0,1102.0,138862.0,96051.0,42811.0,81825.0,65305.0,16520.0,9298.6,8348.7,469.0,,,0.0,4.083706631532719,0.11364008554842653,0.10203116406966087,1.697060800488848,0.1670811750621161,0.2059727711901625,0.20189428658722886,0.7981057134127711,949.8999999999996,0.417171717171717,0.30829888666445826
Kürdəmir rayonu,2015,234.0,130.0,9976.0,6148.0,3828.0,3016.0,2668.0,348.0,1263.7,1058.9,53.0,Central Aran,,0.0,5.400427350427351,0.41899867374005306,0.3510941644562334,3.3076923076923075,0.11680131132185927,0.2264957264957265,0.11538461538461539,0.8846153846153846,204.79999999999995,0.875213675213675,0.38372093023255816
Lerik rayonu,2015,95.0,39.0,655.0,655.0,,209.0,209.0,,51.8,39.4,9.0,Lankaran-Astara,1101.38591173,0.08625496203304335,0.5452631578947368,0.2478468899521531,0.18851674641148325,3.1339712918660285,0.018889689978370584,0.09473684210526316,0.0,1.0,12.399999999999999,0.13052631578947366,0.0
Lənkəran iqtisadi rayonu,2015,2751.0,1131.0,31847.0,30432.0,1415.0,17035.0,16108.0,927.0,2129.7999999999997,1845.9,347.0,,,0.0,0.7741912031988367,0.1250249486351629,0.10835926034634577,1.8695039624302905,0.03171648665740478,0.1261359505634315,0.05441737599060757,0.9455826240093924,283.89999999999964,0.10319883678662291,0.04443118661098377
Lənkəran rayonu,2015,1110.0,462.0,20015.0,18839.0,1176.0,10924.0,10217.0,707.0,1564.6,1458.0,171.0,,,0.0,1.4095495495495494,0.14322592456975466,0.13346759428780666,1.8322043207616259,0.04940145625077132,0.15405405405405406,0.06471988282680337,0.9352801171731966,106.59999999999991,0.09603603603603596,0.05875593305021234
Masallı rayonu,2015,1126.0,439.0,10211.0,10192.0,19.0,5054.0,5035.0,19.0,413.7,267.6,131.0,Lankaran-Astara,,0.0,0.36740674955595026,0.08185595567867036,0.05294815987336764,2.0203798971111993,0.024844886736903573,0.11634103019538189,0.0037593984962406013,0.9962406015037594,146.09999999999997,0.12975133214920068,0.0018607384193516795
Mil-Muğan iqtisadi rayonu,2015,184.0,99.0,555.0,555.0,0.0,181.0,181.0,,83.6,78.0,16.0,,,0.0,0.4543478260869565,0.461878453038674,0.430939226519337,3.0662983425414363,0.008263847528290649,0.08695652173913043,0.0,1.0,5.599999999999994,0.030434782608695622,0.0
Mingəçevir şəhəri,2015,664.0,234.0,18830.0,13657.0,5173.0,14847.0,10767.0,4080.0,1204.2,3616.9,140.0,Central Aran,,0.0,1.8135542168674699,0.08110729440290969,0.2436115040075436,1.2682696841112682,0.07769433899983495,0.21084337349397592,0.27480299050313195,0.725197009496868,-2412.7,-3.6335843373493972,0.27472118959107805
Mərkəzi Aran iqtisadi rayonu,2015,1264.0,543.0,34024.0,24856.0,9168.0,20467.0,15965.0,4502.0,2613.0,4800.3,214.0,,,0.0,2.0672468354430378,0.12766893047344505,0.23453852543118192,1.662383348805394,0.07374718224380093,0.16930379746835442,0.21996384423706455,0.7800361557629355,-2187.3,-1.7304588607594937,0.2694568539854221
Naftalan  şəhəri,2015,709.0,332.0,110895.0,79284.0,31611.0,62114.0,51844.0,10270.0,7474.2,6687.3,318.0,,15.57198574,45.530480944301196,10.541889985895628,0.12033036030524519,0.10766171877515536,1.7853462987410245,0.42852174585080277,0.44851904090267986,0.1653411469233989,0.834658853076601,786.8999999999996,1.1098730606488005,0.28505342891924795
Neftçala rayonu,2015,60.0,32.0,,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0
Nizami rayonu,2015,517.0,245.0,36755.0,3122.0,33633.0,8481.0,713.0,7768.0,2658.6,2379.0,107.0,Baku,,0.0,5.142359767891683,0.31347718429430493,0.2805093738945879,4.333804975828322,0.19477491322434487,0.20696324951644102,0.9159297252682467,0.08407027473175332,279.5999999999999,0.5408123791102513,0.9150591756223643
Nərimanov rayonu,2015,1398.0,748.0,70046.0,4698.0,65348.0,34499.0,3798.0,30701.0,8074.4,7668.3,391.0,Baku,,0.0,5.7756795422031475,0.2340473636917012,0.2222760080002319,2.0303776921070176,0.13727242440276716,0.27968526466380544,0.8899098524594916,0.11009014754050842,406.09999999999945,0.29048640915593665,0.9329297889958028
Nəsimi rayonu,2015,3129.0,1900.0,187920.0,32849.0,155071.0,126131.0,17639.0,108492.0,30995.9,30932.1,1475.0,Baku,,0.0,9.906008309364015,0.24574371090374295,0.245237887593058,1.4898795696537728,0.16454116812671563,0.47139661233620966,0.8601533326462171,0.13984666735378298,63.80000000000291,0.02038990092681461,0.8251968922945935
Oğuz rayonu,2015,138.0,62.0,1194.0,1074.0,120.0,1095.0,975.0,120.0,56.0,68.1,25.0,Sheki-Zagatala,,0.0,0.4057971014492754,0.05114155251141553,0.0621917808219178,1.0904109589041096,0.023704586063132818,0.18115942028985507,0.1095890410958904,0.8904109589041096,-12.099999999999994,-0.08768115942028981,0.10050251256281408
Qarabağ iqtisadi rayonu,2015,206.0,96.0,2014.0,2014.0,,1618.0,1618.0,,126.6,101.69999999999999,18.0,,,0.0,0.6145631067961165,0.07824474660074165,0.06285537700865265,1.2447466007416563,0.026785476792126613,0.08737864077669903,0.0,1.0,24.900000000000006,0.12087378640776701,0.0
Qaradağ rayonu,2015,215.0,215.0,,,100428.0,38716.0,,,,,6.0,Baku,,0.0,0.0,0.0,0.0,0.0,0.0,0.027906976744186046,0.0,0.0,0.0,0.0,0.0
Qax rayonu,2015,564.0,225.0,13582.0,12989.0,593.0,3525.0,3325.0,200.0,569.2,450.7,42.0,Sheki-Zagatala,,0.0,1.0092198581560285,0.16147517730496455,0.12785815602836878,3.853049645390071,0.06597687748955601,0.07446808510638298,0.05673758865248227,0.9432624113475178,118.50000000000006,0.2101063829787235,0.04366072743336769
Qazax rayonu,2015,224.0,106.0,4988.0,4743.0,245.0,1914.0,1768.0,146.0,405.8,377.9,24.0,Gazakh-Tovuz,,0.0,1.811607142857143,0.21201671891327065,0.19743991640543362,2.606060606060606,0.06100782778864971,0.10714285714285714,0.07628004179728318,0.9237199582027168,27.900000000000034,0.12455357142857158,0.049117882919005616
Qazax-Tovuz iqtisadi rayonu,2015,729.0,351.0,16217.0,14840.0,1377.0,8022.0,7352.0,670.0,812.4,712.0,81.0,,1818.350328,0.4009128432373236,1.11440329218107,0.1012715033657442,0.0887559212166542,2.0215656943405635,0.06094668996749159,0.1111111111111111,0.08352031912241337,0.9164796808775867,100.39999999999998,0.13772290809327845,0.0849108959733613
Quba rayonu,2015,1645.0,674.0,31785.0,29335.0,2450.0,23761.0,22819.0,942.0,2050.9,2074.5,272.0,Guba-Khachmaz,,0.0,1.2467477203647417,0.08631370733554986,0.0873069315264509,1.337696224906359,0.052937502602323355,0.16534954407294833,0.03964479609444047,0.9603552039055595,-23.59999999999991,-0.014346504559270461,0.07708038382885009
Quba-Xaçmaz iqtisadi rayonu,2015,9691.0,3794.0,195719.0,186795.0,8924.0,58610.0,55449.0,3161.0,7792.9,9087.199999999999,764.0,,,0.0,0.8041378598699824,0.1329619518853438,0.155045214127282,3.339344821702781,0.05533138358850112,0.07883603343308224,0.05393277597679577,0.9460672240232042,-1294.2999999999993,-0.13355690847177787,0.04559598199459429
Qusar rayonu,2015,1625.0,770.0,37625.0,32067.0,5558.0,11345.0,9245.0,2100.0,1432.1,1961.6,200.0,Guba-Khachmaz,,0.0,0.8812923076923076,0.12623182018510357,0.17290436315557514,3.3164389598942265,0.06343519494204426,0.12307692307692308,0.18510356985456147,0.8148964301454386,-529.5,-0.32584615384615384,0.14772093023255814
Qəbələ rayonu,2015,503.0,196.0,7653.0,7653.0,,5909.0,5909.0,,382.8,328.2,37.0,,,0.0,0.7610337972166998,0.06478253511592487,0.05554239295989169,1.2951430022000339,0.04168414172499251,0.073558648111332,0.0,1.0,54.60000000000002,0.10854870775347918,0.0
Saatlı rayonu,2015,27.0,16.0,,,,,,,,,3.0,Mil-Mughan,,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Sabirabad rayonu,2015,6.0,4.0,5.0,5.0,,5.0,5.0,,37.4,35.3,4.0,Mil-Mughan,1466.33041279,0.004091847204194412,6.233333333333333,7.4799999999999995,7.06,1.0,0.00228310502283105,0.6666666666666666,0.0,1.0,2.1000000000000014,0.35000000000000026,0.0
Sabunçu rayonu,2015,700.0,297.0,186328.0,67520.0,118808.0,49209.0,23299.0,25910.0,8043.8,,307.0,Baku,,0.0,11.491142857142858,0.16346196833912496,0.0,3.7864618260887237,0.7292681017612525,0.43857142857142856,0.5265296998516531,0.47347030014834685,0.0,0.0,0.6376282684298656
Salyan rayonu,2015,142.0,88.0,651.0,623.0,28.0,373.0,361.0,12.0,53.2,52.1,9.0,,1916.78295505,0.07408246177580177,0.37464788732394366,0.14262734584450404,0.13967828418230563,1.7453083109919572,0.012560293266448003,0.06338028169014084,0.032171581769437,0.967828418230563,1.1000000000000014,0.007746478873239446,0.043010752688172046
Sumqayıt şəhəri,2015,858.0,304.0,5439.0,2793.0,2646.0,1515.0,995.0,520.0,468.1,444.1,64.0,Absheron,,0.0,0.5455710955710956,0.308976897689769,0.29313531353135314,3.59009900990099,0.017367563942906408,0.07459207459207459,0.3432343234323432,0.6567656765676567,24.0,0.027972027972027972,0.4864864864864865
Səbail rayonu,2015,3312.0,2109.0,316262.0,61653.0,254609.0,212451.0,50059.0,162392.0,64779.0,50985.8,1622.0,Baku,,0.0,19.558876811594203,0.3049126622138752,0.23998851499875268,1.4886350264296238,0.2616157104096354,0.4897342995169082,0.7643739026881493,0.23562609731185075,13793.199999999997,4.164613526570047,0.8050571994106153
Tovuz rayonu,2015,130.0,75.0,2887.0,2241.0,646.0,1391.0,1203.0,188.0,209.4,170.0,24.0,Gazakh-Tovuz,1818.350328,0.07149337396550352,1.6107692307692307,0.1505391804457225,0.12221423436376708,2.07548526240115,0.06084299262381454,0.18461538461538463,0.13515456506110712,0.8648454349388929,39.400000000000006,0.30307692307692313,0.22376169033598892
Tərtər rayonu,2015,30.0,15.0,634.0,634.0,,488.0,488.0,,9.6,9.6,4.0,Karabakh,,0.0,0.32,0.019672131147540982,0.019672131147540982,1.2991803278688525,0.05789954337899544,0.13333333333333333,0.0,1.0,0.0,0.0,0.0
Xaçmaz rayonu,2015,6339.0,2309.0,124747.0,123831.0,916.0,22330.0,22211.0,119.0,4213.0,4962.2,281.0,Guba-Khachmaz,,0.0,0.6646158700110427,0.18866995073891626,0.22222122704881325,5.586520376175549,0.053915854667885475,0.0443287584792554,0.005329153605015674,0.9946708463949844,-749.1999999999998,-0.11818898879949516,0.007342861952592046
Xızı rayonu,2015,148.0,53.0,907.0,901.0,6.0,857.0,851.0,6.0,191.2,272.3,19.0,Absheron,,0.0,1.2918918918918918,0.22310385064177363,0.3177362893815636,1.058343057176196,0.01679007774898186,0.12837837837837837,0.007001166861143524,0.9929988331388565,-81.10000000000002,-0.5479729729729731,0.006615214994487321
Xətai rayonu,2015,710.0,398.0,31970.0,2379.0,29591.0,13875.0,881.0,12994.0,2015.0,1481.9,196.0,Baku,,0.0,2.8380281690140845,0.1452252252252252,0.10680360360360361,2.304144144144144,0.12336484661393016,0.27605633802816903,0.9365045045045045,0.06349549549549549,533.0999999999999,0.7508450704225351,0.9255864873318737
Xəzər rayonu,2015,610.0,350.0,116760.0,16332.0,,,5240.0,33476.0,5545.9,2597.6,209.0,Baku,,0.0,9.091639344262294,0.0,0.0,0.0,0.5244105097686953,0.34262295081967215,0.0,0.0,2948.2999999999997,4.833278688524589,0.0
Yardımlı rayonu,2015,30.0,21.0,,,,,,,,,2.0,Lankaran-Astara,,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
Yasamal rayonu,2015,1128.0,830.0,79764.0,17282.0,62482.0,48771.0,10279.0,38492.0,26592.7,30250.7,834.0,Baku,,0.0,23.575088652482272,0.5452564023702611,0.6202599905681655,1.6354801008796211,0.19373360536286796,0.7393617021276596,0.7892395070841278,0.21076049291587215,-3658.0,-3.24290780141844,0.7833358407301539
Yevlax rayonu,2015,173.0,87.0,,,,,,,,,2.0,Central Aran,,0.0,0.0,0.0,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0.0,0.0,0.0
Zaqatala rayonu,2015,377.0,170.0,6798.0,6546.0,252.0,5562.0,5329.0,233.0,212.8,206.5,66.0,Sheki-Zagatala,,0.0,0.5644562334217507,0.038259618842143114,0.03712693275800072,1.2222222222222223,0.04940227462664874,0.17506631299734748,0.041891405969075875,0.9581085940309241,6.300000000000011,0.01671087533156502,0.037069726390114736
Zərdab rayonu,2015,20.0,11.0,460.0,450.0,10.0,156.0,154.0,2.0,20.8,20.8,2.0,Central Aran,,0.0,1.04,0.13333333333333333,0.13333333333333333,2.948717948717949,0.06301369863013699,0.1,0.01282051282051282,0.9871794871794872,0.0,0.0,0.021739130434782608
İmişli rayonu,2015,53.0,22.0,550.0,550.0,,176.0,176.0,,11.0,10.2,5.0,Mil-Mughan,,0.0,0.20754716981132076,0.0625,0.05795454545454545,3.125,0.02843111915223572,0.09433962264150944,0.0,1.0,0.8000000000000007,0.015094339622641523,0.0
İsmayıllı rayonu,2015,786.0,325.0,8947.0,8823.0,124.0,7200.0,7097.0,103.0,576.7,509.0,123.0,Mountainous Shirvan,,0.0,0.7337150127226464,0.08009722222222222,0.07069444444444445,1.2426388888888888,0.031186168914915123,0.15648854961832062,0.014305555555555556,0.9856944444444444,67.70000000000005,0.08613231552162856,0.013859394210349837
Şabran rayonu,2015,82.0,41.0,1562.0,1562.0,,1174.0,1174.0,,96.9,88.9,11.0,Guba-Khachmaz,,0.0,1.181707317073171,0.08253833049403748,0.07572402044293015,1.3304940374787053,0.052188439692616106,0.13414634146341464,0.0,1.0,8.0,0.0975609756097561,0.0
Şamaxı rayonu,2015,704.0,297.0,13076.0,12556.0,520.0,5968.0,5525.0,443.0,1209.0,1178.5,156.0,Mountainous Shirvan,,0.0,1.7173295454545454,0.2025804289544236,0.19746983914209115,2.191018766756032,0.05088729763387297,0.2215909090909091,0.07422922252010723,0.9257707774798928,30.5,0.04332386363636364,0.039767513000917715
Şirvan şəhəri,2015,140.0,84.0,16555.0,16515.0,40.0,3218.0,3207.0,11.0,449.4,468.6,39.0,,,0.0,3.21,0.1396519577377253,0.1456183965195774,5.14449968924798,0.323972602739726,0.2785714285714286,0.003418272218769422,0.9965817277812306,-19.200000000000045,-0.13714285714285745,0.0024161884627000906
Şirvan-Salyan iqtisadi rayonu,2015,444.0,249.0,18482.0,18408.0,74.0,4641.0,4616.0,25.0,524.3,533.6,55.0,,1916.78295505,0.23163811991870414,1.1808558558558557,0.11297134238310708,0.1149752208575738,3.9823313940961,0.11404418116746884,0.12387387387387387,0.0053867700926524455,0.9946132299073476,-9.300000000000068,-0.0209459459459461,0.004003895682285467
Şəki rayonu,2015,785.0,320.0,15293.0,12161.0,3132.0,12826.0,9974.0,2852.0,1068.9,3636.2,177.0,,,0.0,1.361656050955414,0.08333853110868548,0.28350226103227816,1.192343676906284,0.05337405112991885,0.22547770700636943,0.2223608295649462,0.7776391704350538,-2567.2999999999997,-3.270445859872611,0.2047995815078794
Şəki-Zaqatala iqtisadi rayonu,2015,2583.0,1072.0,51064.0,46879.0,4185.0,31280.0,27822.0,3458.0,2634.1000000000004,5260.4,368.0,,,0.0,1.0197831978319785,0.08421035805626599,0.16817135549872123,1.6324808184143222,0.054162357670543435,0.14246999612853273,0.11054987212276216,0.8894501278772379,-2626.2999999999993,-1.016763453348819,0.08195597681341062
Şəmkir rayonu,2015,24.0,12.0,2501.0,2501.0,,292.0,292.0,,62.6,62.6,6.0,Gazakh-Tovuz,,0.0,2.6083333333333334,0.21438356164383562,0.21438356164383562,8.565068493150685,0.28550228310502285,0.25,0.0,1.0,0.0,0.0,0.0
Abşeron iqtisadi rayonu,2016,821.0,416.0,15344.0,11357.0,3986.0,7351.0,6337.0,1014.0,1478.0,1373.1,188.0,,,0.0,1.8002436053593178,0.20106108012515303,0.18679091280097945,2.0873350564549042,0.05120384429279362,0.2289890377588307,0.13794041626989526,0.8620595837301047,104.90000000000009,0.12777101096224128,0.25977580813347234
Abşeron rayonu,2016,283.0,180.0,8343.0,7941.0,402.0,4213.0,4033.0,180.0,567.0,378.1,91.0,Absheron,,0.0,2.0035335689045937,0.13458343223356278,0.08974602421077617,1.9802990742938524,0.08076867224938283,0.3215547703180212,0.04272489912176596,0.9572751008782341,188.89999999999998,0.6674911660777384,0.04818410643653362
Astara rayonu,2016,263.0,103.0,2750.0,2280.0,470.0,1445.0,975.0,470.0,140.5,108.2,31.0,Lankaran-Astara,461.5057835,0.5698736817671972,0.5342205323193916,0.0972318339100346,0.07487889273356402,1.9031141868512111,0.028647325381530288,0.11787072243346007,0.32525951557093424,0.6747404844290658,32.3,0.12281368821292775,0.1709090909090909
Ağcabədi rayonu,2016,60.0,30.0,382.0,382.0,,382.0,382.0,,4.7,2.9,2.0,Karabakh,,0.0,0.07833333333333334,0.012303664921465968,0.0075916230366492145,1.0,0.017442922374429223,0.03333333333333333,0.0,1.0,1.8000000000000003,0.030000000000000006,0.0
Ağdaş rayonu,2016,35.0,22.0,791.0,791.0,,791.0,791.0,,18.5,14.0,4.0,Central Aran,,0.0,0.5285714285714286,0.02338811630847029,0.017699115044247787,1.0,0.06191780821917808,0.11428571428571428,0.0,1.0,4.5,0.12857142857142856,0.0
Ağstafa rayonu,2016,132.0,62.0,5380.0,4928.0,452.0,4542.0,4274.0,268.0,95.0,57.3,10.0,Gazakh-Tovuz,,0.0,0.7196969696969697,0.020915896081021578,0.01261558784676354,1.1845002201673271,0.11166459111664591,0.07575757575757576,0.05900484368119771,0.9409951563188023,37.7,0.28560606060606064,0.08401486988847584
Ağsu rayonu,2016,81.0,45.0,480.0,480.0,,480.0,480.0,,4.8,18.5,5.0,Mountainous Shirvan,,0.0,0.059259259259259255,0.01,0.03854166666666667,1.0,0.016235413495687467,0.06172839506172839,0.0,1.0,-13.7,-0.1691358024691358,0.0
Bakı şəhəri,2016,14020.0,8692.0,1229896.0,190417.0,1039479.0,686793.0,104201.0,582592.0,176875.50000000003,140518.2,5324.0,,,0.0,12.615941512125538,0.2575382975656421,0.20460051281827277,1.7907812106413432,0.24034080472123973,0.3797432239657632,0.8482788846129765,0.15172111538702346,36357.30000000002,2.5932453637660497,0.8451763401133104
Balakən rayonu,2016,216.0,99.0,2045.0,1928.0,117.0,1264.0,1195.0,69.0,130.1,616.2,21.0,Sheki-Zagatala,,0.0,0.6023148148148147,0.10292721518987341,0.48750000000000004,1.6178797468354431,0.02593860984271943,0.09722222222222222,0.05458860759493671,0.9454113924050633,-486.1,-2.250462962962963,0.05721271393643032
Beyləqan rayonu,2016,98.0,57.0,1756.0,1756.0,,561.0,561.0,,30.6,29.5,4.0,Mil-Mughan,,0.0,0.3122448979591837,0.05454545454545455,0.05258467023172905,3.1301247771836005,0.049091417388873355,0.04081632653061224,0.0,1.0,1.1000000000000014,0.011224489795918382,0.0
Biləsuvar rayonu,2016,102.0,45.0,1777.0,1444.0,333.0,1490.0,1244.0,246.0,20.0,11.4,6.0,,,0.0,0.19607843137254902,0.013422818791946308,0.007651006711409396,1.1926174496644295,0.047730325006715014,0.058823529411764705,0.1651006711409396,0.8348993288590604,8.6,0.08431372549019607,0.18739448508722567
Binəqədi rayonu,2016,1108.0,581.0,15406.0,12379.0,3027.0,3092.0,1601.0,1491.0,304.5,343.4,83.0,Baku,,0.0,0.27481949458483756,0.09847994825355756,0.11106080206985769,4.982535575679172,0.038094060630038076,0.07490974729241877,0.4822121604139715,0.5177878395860285,-38.89999999999998,-0.03510830324909745,0.19648189017266
Bərdə rayonu,2016,116.0,51.0,1272.0,1272.0,,1214.0,1214.0,,63.9,61.7,11.0,Karabakh,,0.0,0.5508620689655173,0.05263591433278418,0.05082372322899506,1.0477759472817134,0.030042512990080303,0.09482758620689655,0.0,1.0,2.1999999999999957,0.018965517241379272,0.0
Cəlilabad rayonu,2016,126.0,67.0,4629.0,4572.0,57.0,732.0,696.0,36.0,49.6,43.4,10.0,Lankaran-Astara,,0.0,0.39365079365079364,0.06775956284153006,0.0592896174863388,6.323770491803279,0.10065231572080888,0.07936507936507936,0.04918032786885246,0.9508196721311475,6.200000000000003,0.049206349206349226,0.012313674659753726
Dağlıq Şirvan iqtisadi rayonu,2016,1688.0,731.0,25233.0,23960.0,1273.0,16417.0,15523.0,894.0,1728.1999999999998,2285.4,364.0,,,0.0,1.0238151658767771,0.10526892854967411,0.13920935615520497,1.5370043247852836,0.04095468415243784,0.2156398104265403,0.05445574709142961,0.9455442529085704,-557.2000000000003,-0.330094786729858,0.0504498077913843
Daşkəsən rayonu,2016,32.0,15.0,28.0,28.0,,20.0,20.0,,6.0,6.2,2.0,Ganja-Dashkasan,,0.0,0.1875,0.3,0.31,1.4,0.002397260273972603,0.0625,0.0,1.0,-0.20000000000000018,-0.0062500000000000056,0.0
Goranboy rayonu,2016,123.0,59.0,907.0,806.0,101.0,392.0,353.0,39.0,48.0,30.0,8.0,Ganja-Dashkasan,1837.87389756,0.06692515746771167,0.3902439024390244,0.12244897959183673,0.07653061224489796,2.313775510204082,0.020202695177636707,0.06504065040650407,0.09948979591836735,0.9005102040816326,18.0,0.14634146341463414,0.1113561190738699
Göygöl rayonu,2016,180.0,72.0,2080.0,2047.0,33.0,1896.0,1863.0,33.0,95.0,59.5,25.0,,,0.0,0.5277777777777778,0.05010548523206751,0.03138185654008439,1.0970464135021096,0.031659056316590564,0.1388888888888889,0.01740506329113924,0.9825949367088608,35.5,0.19722222222222222,0.015865384615384615
