rayon,year,value
Şamaxı rayonu,2023,5730.0
Şamaxı rayonu,2024,4828.4
Gəncə-Daşkəsən iqtisadi rayonu,2006,669.6
Gəncə-Daşkəsən iqtisadi rayonu,2007,214.0
Gəncə-Daşkəsən iqtisadi rayonu,2008,664.1999999999999
Gəncə-Daşkəsən iqtisadi rayonu,2009,910.1
Gəncə-Daşkəsən iqtisadi rayonu,2010,816.4
Gəncə-Daşkəsən iqtisadi rayonu,2011,2985.1
Gəncə-Daşkəsən iqtisadi rayonu,2012,4442.400000000001
Gəncə-Daşkəsən iqtisadi rayonu,2013,6689.099999999999
Gəncə-Daşkəsən iqtisadi rayonu,2014,7587.099999999999
Gəncə-Daşkəsən iqtisadi rayonu,2015,8348.7
Gəncə-Daşkəsən iqtisadi rayonu,2016,5456.099999999999
Gəncə-Daşkəsən iqtisadi rayonu,2017,6985.599999999999
Gəncə-Daşkəsən iqtisadi rayonu,2018,12463.199999999999
Gəncə-Daşkəsən iqtisadi rayonu,2019,13284.300000000001
Gəncə-Daşkəsən iqtisadi rayonu,2020,8159.599999999999
Gəncə-Daşkəsən iqtisadi rayonu,2021,12414.099999999999
Gəncə-Daşkəsən iqtisadi rayonu,2022,11596.0
Gəncə-Daşkəsən iqtisadi rayonu,2023,17256.4
Gəncə-Daşkəsən iqtisadi rayonu,2024,27257.800000000003
Gəncə  şəhəri,2006,151.6
Gəncə  şəhəri,2007,192.5
Gəncə  şəhəri,2008,332.8
Gəncə  şəhəri,2009,547.4
Gəncə  şəhəri,2010,598.2
Gəncə  şəhəri,2011,724.8
Gəncə  şəhəri,2012,611.4
Gəncə  şəhəri,2013,1014.9
Gəncə  şəhəri,2014,836.5
Gəncə  şəhəri,2015,1570.2
Gəncə  şəhəri,2016,1858.8
Gəncə  şəhəri,2017,2777.7
Gəncə  şəhəri,2018,2206.3
Gəncə  şəhəri,2019,2134.7
Gəncə  şəhəri,2020,743.7
Gəncə  şəhəri,2021,1880.3
Gəncə  şəhəri,2022,1727.6
Gəncə  şəhəri,2023,2542.1
Gəncə  şəhəri,2024,3295.9
Naftalan  şəhəri,2006,510.9
Naftalan  şəhəri,2007,16.0
Naftalan  şəhəri,2008,319.0
Naftalan  şəhəri,2009,285.6
Naftalan  şəhəri,2010,155.6
Naftalan  şəhəri,2011,2227.5
Naftalan  şəhəri,2012,3783.9
Naftalan  şəhəri,2013,5613.3
Naftalan  şəhəri,2014,6673.2
Naftalan  şəhəri,2015,6687.3
Naftalan  şəhəri,2016,3501.6
Naftalan  şəhəri,2017,4088.6
Naftalan  şəhəri,2018,10166.8
Naftalan  şəhəri,2019,10958.2
Naftalan  şəhəri,2020,7395.8
Naftalan  şəhəri,2021,10371.6
Naftalan  şəhəri,2022,9459.9
Naftalan  şəhəri,2023,13215.1
Naftalan  şəhəri,2024,21825.9
Daşkəsən rayonu,2012,1.6
Daşkəsən rayonu,2013,3.9
Daşkəsən rayonu,2014,9.3
Daşkəsən rayonu,2015,6.1
Daşkəsən rayonu,2016,6.2
Daşkəsən rayonu,2017,7.6
Daşkəsən rayonu,2018,9.4
Daşkəsən rayonu,2019,14.5
